Name,Kitchen,Time,Rate,Price,Metro
Чебрец,Узбекская кухня,Открыто до 00:00,,700 - 1700,Молодежная;Кунцевская
Чебуреки и манты,Кафе,Открыто до 22:00,,700,Речной вокзал
Чебуреки и манты,Кафе,Открыто до 22:00,,700,Водный стадион
Чебуречная,Кафе,Открыто до 23:00,,700 - 1700,Белорусская
Чебуречная СССР,Чебуреки,Открыто до 23:00,,700,Тверская;Пушкинская
Чебуречная СССР,Чебуреки,Открыто до 23:00,,700,Сокол
Чебуречная СССР,Чебуреки,Открыто до 23:00,,700,Сухаревская
Чебуречная СССР,Чебуреки,Открыто до 23:00,,700,Сокол
Чебутаби,Чебуреки,Открыто до 23:00,,700,Бульвар Рокоссовского
Чебу-чебу,Чебуреки,Открыто до 00:00,,700,"Электроугли, Школьная, 23"
Чевапи-гриль,Сербская кухня,Открыто до 23:00,,700 - 1700,Шаболовская
Челентано,Итальянская кухня,Открыто до 20:00,,1700 - 3000,Новые Черемушки;Калужская
Челентано'f,Пицца,Открыто до 22:00,,700 - 1700,Новокосино;Новогиреево
Человек и пароход,Кофейни,Открыто до 21:00,,,Бауманская
Человек и пароход,Кофейни,Открыто до 21:00,,,Маяковская
Чеми,Грузинская кухня,,,700 - 1700,Октябрьское Поле
Чемпион,Итальянская кухня,Открыто до 00:00,,700 - 1700,Водный стадион
Чё? О!,Грузинская кухня,Открыто до 21:00,,700,Тульская
Черемушки,Караоке,Открыто до 00:00,,700 - 1700,"Талдомский р-н, пос. Вербилки, микрорайон Черемушки, 1"
Черепаха,Кафе,Открыто до 23:00,,700 - 1700,"Одинцовский р-н, пос. Власиха, Маршала Жукова, 9б"
Черетто море,Рыба и морепродукты,Открыто до 00:00,,1700 - 3000,Добрынинская;Павелецкая
Черетто море,Рыба и морепродукты,Открыто до 00:00,,1700 - 3000,Проспект Вернадского
Черетто мясо,Итальянская кухня,Открыто до 23:00,,700 - 1700,Проспект Мира
Черешня,Кафе,Открыто до 00:00,,700 - 1700,"Истринский р-н, Дедовск, Мира, 9"
Черная жемчужина,Кафе,Открыто до 05:00,,700 - 1700,"Егорьевск, Советская, 167"
Черная кошка,Русская кухня,Открыто до 00:00,,1700 - 3000,Таганская;Марксистская
Черная пантера,Кафе,Открыто до 00:00,,700 - 1700,Партизанская
Черное-белое,Кофейни,Открыто до 23:00,,,Таганская;Марксистская
Черное море,,Открыто до 21:00,,700 - 1700,Кутузовская
Черный какаду,Караоке,Открыто до 06:00,,700,Перово
Черный какаду,Караоке,Открыто до 00:00,,700 - 1700,Павелецкая
Черный перец,Кафе,Открыто до 00:00,,700 - 1700,Комсомольская;Проспект Мира
Черный перец,Кафе,Открыто до 00:00,,700 - 1700,Нахимовский проспект
Честерфилд,Бары,Открыто до 00:00,,700 - 1700,Арбатская;Смоленская
Честная рыба,Европейская кухня,Открыто до 23:00,,700 - 1700,Говорово
Честная рыба,Рыба и морепродукты,Открыто до 23:00,,700 - 1700,Ольховая;Коммунарка
Честная рыба,Европейская кухня,Открыто до 00:00,,700 - 1700,Смоленская
Честная рыба,Европейская кухня,Открыто до 23:00,,700 - 1700,Улица Академика Янгеля
Чё? Харчо!,Европейская кухня,Открыто до 00:00,,1700 - 3000,Парк культуры;Октябрьская
Чехов,Русская кухня,Открыто до 00:00,,1700 - 3000,Охотный Ряд;Театральная
Чехов А.П.,Кафе,Открыто до 23:00,,700 - 1700,Тверская;Пушкинская
Че хотэли пили-ели,Грузинская кухня,Открыто до 00:00,,700 - 1700,Теплый Стан
Чешский дворик,Пивные рестораны,Открыто до 02:00,,700 - 1700,Ясенево
Чжун Го,Китайская кухня,Открыто до 23:00,,1700 - 3000,Цветной бульвар;Трубная
Чибис,Бары,Открыто до 23:00,,700 - 1700,Семеновская
Чижик-2,Банкетные залы,,,,
Чикипон,Кафе,Открыто до 21:00,,700,"Мытищинский р-н, дер. Шолохово, Дмитровское ш., влад. 4, стр. 1"
Чилим Seafood,Рыба и морепродукты,Открыто до 23:00,,700,Белорусская;Новослободская
Чи Ли Сян,Китайская кухня,Открыто до 23:00,,700,Комсомольская;Проспект Мира
Чинар-А,Узбекская кухня,Открыто до 23:00,,700 - 1700,Сокольники
Чин-чин,Средиземноморская кухня,Открыто до 23:00,,700 - 1700,Динамо
Чиполлино,Кафе,Открыто до 21:00,,700,"Раменский р-н, пос. Родники, Трудовая, 8, стр. 1"
Чито-Гврито,Грузинская кухня,Открыто до 22:00,,700 - 1700,Петровско-Разумовская;Окружная
Чито-Ра,Хинкали,Открыто до 23:00,,700 - 1700,Новослободская;Менделеевская
Чи-фань,Китайская кухня,Открыто до 00:00,,700 - 1700,Южная;Пражская
Чифанька,Китайская кухня,Открыто до 00:00,,700 - 1700,Китай-город
Чихо,Китайская кухня,Открыто до 23:00,,700 - 1700,Автозаводская
Чихо,Китайская кухня,Открыто до 00:00,,700 - 1700,Цветной бульвар;Трубная
Чихо,Китайская кухня,Открыто до 23:00,,700 - 1700,Чистые пруды;Тургеневская
Чихо,Китайская кухня,Открыто до 22:00,,700 - 1700,Трубная
Чичико,Грузинская кухня,Открыто до 00:00,,1700 - 3000,Чистые пруды;Тургеневская
Чонг донг,Вьетнамская кухня,Открыто до 23:00,,700 - 1700,Семеновская;Электрозаводская
Что вы ели?,Кафе,Открыто до 23:00,,700 - 1700,Библиотека им. Ленина;Арбатская
Чуаньюй,Китайская кухня,Открыто до 23:00,,1700 - 3000,Ломоносовский проспект
